Date,Text,Label
2023-03-19,idk text 💯 is this flu? coffee time so coffee time just so nothing idk anymore,non-flu
2023-03-07,travel omg whatever coffee time brunch workout,non-flu
2023-10-29,netflix binge idk travel nothing maybe seriously seriously random idk anymore travel,non-flu
2023-08-23,netflix binge birthday birthday so lol just omg,non-flu
2023-03-28,grind mode text stressed but not sick idk anymore omg mood swings birthday,non-flu
2023-03-05,grind mode nothing meeting random lol netflix binge,non-flu
2023-06-07,ugh feeling bad whatever seriously sickkk random just,flu
2023-07-17,text sneeezing congestn seriously 😷 fever sickkk,flu
2023-12-11,sneeezing maybe maybe so sore throat text congestn,flu
2023-11-17,overthinking headache bruh lol runny nose random fever,flu
2023-12-17,bruh text sleep deprived idk birthday omg grind mode study grind workout,non-flu
2023-01-17,omg netflix binge bruh 🔥 brunch lol 💯 text,non-flu
2023-02-19,omg study grind workout nothing,non-flu
2023-01-08,runny nose seriously seriously runny nose meh,flu
2023-04-20,bruh grind mode omg 💯,non-flu
2023-12-31,random meh just nausea just,flu
2023-05-13,maybe body ache 😷 not sure if it's flu not sure if it's flu so idk whatever bruh just,flu
2023-03-18,so lol tired af fever text sore throat maybe headache,flu
2023-12-02,just lol bruh chills runny nose sore throat idk,flu
2023-04-01,seriously random coffee time idk anymore,non-flu
2023-11-16,sickkk nothing nothing chills seriously body ache omg sore throat idk omg tired af,flu
2023-06-14,travel text vacation nothing idk,non-flu
2023-02-23,vacation is this flu? so netflix binge just chilling bruh text,non-flu
2023-09-21,overthinking overthinking maybe ugh feeling bad just sneeezing,flu
2023-02-15,maybe so just meh allergies maybe? body ache,flu
2023-08-08,cough random lol lol meh so ugh feeling bad nausea so sore throat text,flu
2023-02-03,just bruh nothing overthinking nausea seriously runny nose,flu
2023-07-08,text sleep deprived just lol party so idk anymore 💯 study grind,non-flu
2023-03-22,bruh body ache ugh feeling bad whatever seriously lol 😷 ugh feeling bad omg,flu
2023-10-18,seriously sneeezing just 😷 just exhausted whatever so idk fatigue,flu
2023-10-04,so just netflix binge vacation,non-flu
2023-05-16,omg 🔥 so party coffee time sleep deprived,non-flu
2023-03-11,sore throat allergies maybe? allergies maybe? cough whatever idk maybe not sure if it's flu random text,flu
2023-04-25,lol just chilling bruh just whatever whatever meeting,non-flu
2023-12-17,vacation idk text random idk so lol coffee time,non-flu
2023-04-11,lol chills sickkk just ugh feeling bad sickkk nausea random maybe,flu
2023-01-30,party sleep deprived just chilling nothing nothing text workout,non-flu
2023-07-29,seriously just just nothing text text body ache tired af allergies maybe? nausea,flu
2023-05-27,omg lol allergies maybe? sickkk just exhausted 😷 bruh so seriously,flu
2023-07-24,mood swings 🔥 nothing seriously lol,non-flu
2023-04-04,idk nothing idk omg netflix binge grind mode brunch bruh,non-flu
2023-04-01,sore throat sore throat so fever whatever sore throat sore throat whatever text,flu
2023-05-10,omg study grind idk whatever 🔥,non-flu
2023-11-29,text bruh sleep deprived mood swings just chilling,non-flu
2023-06-17,idk just mood swings 💯 nothing,non-flu
2023-08-03,idk anymore text mood swings lol random vacation idk whatever 💯,non-flu
2023-05-08,bruh omg just exhausted tired af 😷 maybe,flu
2023-10-29,just chills maybe seriously seriously headache runny nose,flu
2023-06-05,so vacation stressed but not sick omg lol meeting study grind 🔥,non-flu
2023-12-03,text random whatever whatever study grind workout,non-flu
2023-09-03,omg so seriously idk anymore birthday sleep deprived brunch lol,non-flu
2023-01-22,🔥 💯 idk nothing vacation just so lol,non-flu
2023-06-08,cough maybe so sore throat cough maybe random lol fever so just exhausted,flu
2023-11-13,text nothing idk 🔥 text brunch party stressed but not sick text just sleep deprived,non-flu
2023-01-09,fatigue fever just exhausted lol allergies maybe? not sure if it's flu bruh nothing omg,flu
2023-09-17,omg not sure if it's flu seriously overthinking maybe cough not sure if it's flu,flu
2023-02-26,idk stressed but not sick 💯 is this flu? lol,non-flu
2023-05-08,just so sore throat nausea random,flu
2023-04-19,idk bruh fever nothing idk congestn so,flu
2023-12-23,random just exhausted ugh feeling bad congestn just meh,flu
2023-12-16,birthday lol random mood swings lol tired party,non-flu
2023-05-24,whatever idk anymore party grind mode vacation text party,non-flu
2023-11-28,brunch just chilling whatever text maybe text,non-flu
2023-03-03,random tired af so nothing runny nose overthinking,flu
2023-12-19,not sure if it's flu random idk whatever body ache congestn just chills body ache,flu
2023-05-25,bruh overthinking fatigue sneeezing sneeezing random cough,flu
2023-07-02,meh ugh feeling bad whatever meh random overthinking just exhausted,flu
2023-04-23,bruh grind mode maybe travel idk anymore,non-flu
2023-02-21,congestn seriously sore throat tired af fatigue seriously random just text seriously,flu
2023-05-14,nothing lol tired random so omg 💯 travel lol,non-flu
2023-11-28,is this flu? whatever just netflix binge just,non-flu
2023-09-19,runny nose idk omg nothing fever whatever just body ache so,flu
2023-05-09,allergies maybe? so headache chills meh idk text idk random runny nose,flu
2023-01-01,coffee time lol nothing so party so random whatever 🔥,non-flu
2023-02-27,💯 netflix binge idk anymore idk text 💯 birthday,non-flu
2023-04-20,mood swings text birthday maybe,non-flu
2023-06-07,maybe bruh mood swings stressed but not sick nothing,non-flu
2023-08-21,body ache lol meh seriously so,flu
2023-07-05,party lol seriously grind mode,non-flu
2023-07-18,sleep deprived 🔥 sleep deprived so nothing,non-flu
2023-10-05,nothing whatever vacation text meeting grind mode idk 🔥,non-flu
2023-12-15,is this flu? random stressed but not sick maybe bruh whatever vacation random,non-flu
2023-04-15,idk bruh study grind lol tired birthday,non-flu
2023-07-01,text random congestn omg just just cough maybe allergies maybe?,flu
2023-12-08,stressed but not sick meeting workout idk brunch whatever just,non-flu
2023-05-17,text 💯 bruh study grind lol just workout study grind,non-flu
2023-02-08,overthinking omg seriously seriously sore throat seriously,flu
2023-02-27,meeting meeting travel bruh bruh workout travel whatever,non-flu
2023-12-23,body ache text bruh allergies maybe? congestn maybe just overthinking,flu
2023-05-06,random omg just bruh just sneeezing headache nothing 😷 sickkk just exhausted,flu
2023-01-19,lol body ache maybe omg maybe nothing lol cough,flu
2023-05-20,vacation just whatever birthday seriously nothing mood swings lol 💯,non-flu
2023-11-18,😷 meh whatever idk runny nose,flu
2023-07-31,nothing not sure if it's flu bruh overthinking bruh ugh feeling bad cough meh,flu
2023-01-03,mood swings omg mood swings bruh just lol tired meeting just chilling,non-flu
2023-08-24,omg 🔥 lol seriously grind mode nothing sleep deprived,non-flu
2023-09-28,random party 🔥 netflix binge bruh netflix binge workout bruh,non-flu
2023-01-04,study grind brunch vacation whatever lol idk coffee time,non-flu
2023-01-30,bruh so nothing not sure if it's flu nothing idk cough not sure if it's flu meh random,flu
2023-08-07,whatever meeting brunch bruh,non-flu
2023-09-25,nothing brunch workout whatever,non-flu
2023-05-23,😷 seriously lol chills lol text just chills lol,flu
2023-07-10,just sleep deprived random coffee time meeting seriously grind mode travel,non-flu
2023-06-15,meeting maybe 🔥 random so random just just chilling text party workout,non-flu
2023-02-06,just whatever 🔥 lol tired omg bruh sleep deprived lol,non-flu
2023-12-11,nausea maybe so random not sure if it's flu seriously fever text nothing,flu
2023-11-17,just mood swings lol birthday so party 💯,non-flu
2023-10-17,lol random 😷 sickkk overthinking whatever so nothing text,flu
2023-07-20,just tired af runny nose seriously whatever 😷 congestn so,flu
2023-09-03,brunch idk anymore omg brunch random idk anymore seriously,non-flu
2023-06-11,text just just sickkk maybe fatigue random ugh feeling bad meh meh,flu
2023-11-10,workout random coffee time just nothing text,non-flu
2023-08-10,congestn bruh seriously sickkk lol lol nausea text 😷 seriously sore throat,flu
2023-02-07,stressed but not sick birthday just nothing bruh workout seriously brunch seriously,non-flu
2023-06-01,just just chilling idk seriously whatever party coffee time,non-flu
2023-07-29,body ache lol whatever nothing body ache seriously,flu
2023-01-04,bruh just exhausted maybe not sure if it's flu random runny nose sneeezing so sneeezing just,flu
2023-06-16,random sneeezing not sure if it's flu congestn omg whatever idk seriously,flu
2023-10-22,nothing grind mode nothing bruh seriously mood swings coffee time,non-flu
2023-07-05,whatever seriously idk anymore lol tired netflix binge,non-flu
2023-10-16,bruh bruh allergies maybe? 😷,flu
2023-01-11,seriously coffee time just just chilling whatever seriously maybe omg,non-flu
2023-05-08,so omg party travel just just bruh omg mood swings,non-flu
2023-12-27,seriously chills chills nothing,flu
2023-02-20,vacation nothing is this flu? idk anymore bruh vacation idk anymore,non-flu
2023-01-17,random whatever headache headache fatigue chills runny nose,flu
2023-06-03,bruh sneeezing random whatever body ache fever,flu
2023-01-22,congestn so so lol runny nose so idk,flu
2023-12-08,body ache sore throat bruh bruh body ache,flu
2023-02-24,birthday idk anymore text random bruh idk grind mode 💯 text,non-flu
2023-07-25,maybe lol nothing fatigue nausea just sickkk bruh meh cough,flu
2023-05-09,just nausea nausea so maybe random overthinking random nausea,flu
2023-03-26,grind mode travel grind mode coffee time text bruh travel,non-flu
2023-01-14,fever overthinking 😷 seriously idk,flu
2023-12-23,so vacation lol nothing so vacation just,non-flu
2023-12-21,so lol tired is this flu? omg nothing study grind text study grind netflix binge,non-flu
2023-07-02,not sure if it's flu seriously just exhausted fever text just exhausted so just lol just exhausted,flu
2023-07-05,text chills omg whatever text fatigue nothing whatever,flu
2023-12-14,bruh text so is this flu? just chilling study grind,non-flu
2023-05-23,so idk seriously party netflix binge is this flu? vacation maybe random meeting,non-flu
2023-06-06,maybe idk body ache so fever,flu
2023-04-03,headache idk headache just maybe bruh nothing just,flu
2023-02-14,nausea overthinking seriously seriously fatigue,flu
2023-12-21,bruh bruh idk lol just headache ugh feeling bad just exhausted,flu
2023-10-29,idk whatever birthday sleep deprived bruh travel,non-flu
2023-06-23,omg bruh idk anymore idk workout idk anymore text lol tired so,non-flu
2023-05-06,idk idk maybe travel bruh whatever text study grind,non-flu
2023-11-21,meeting seriously just chilling omg omg party idk maybe party grind mode,non-flu
2023-03-05,seriously stressed but not sick meeting 💯 party omg,non-flu
2023-09-23,workout sleep deprived lol tired omg lol,non-flu
2023-04-04,nausea sneeezing just omg runny nose idk fatigue whatever random,flu
2023-06-20,idk anymore just chilling idk whatever meeting bruh seriously just study grind grind mode so,non-flu
2023-10-18,text fever bruh congestn idk runny nose 😷 maybe,flu
2023-05-15,chills nothing maybe fatigue text nausea seriously seriously,flu
2023-10-22,seriously random vacation so just just sleep deprived study grind maybe 🔥,non-flu
2023-06-03,chills body ache idk idk just just whatever sore throat fatigue maybe,flu
2023-01-25,bruh brunch brunch is this flu? bruh text seriously 💯 brunch whatever,non-flu
2023-02-21,text maybe ugh feeling bad congestn seriously maybe tired af,flu
2023-01-25,so fatigue random allergies maybe? runny nose text,flu
2023-04-26,lol maybe tired af runny nose nothing seriously,flu
2023-09-24,omg sleep deprived whatever nothing sleep deprived,non-flu
2023-11-27,random just whatever seriously seriously brunch so brunch,non-flu
2023-07-10,idk anymore 💯 text travel bruh just idk anymore maybe,non-flu
2023-08-12,random seriously omg allergies maybe? cough seriously whatever idk cough,flu
2023-05-25,study grind netflix binge so 🔥 lol tired bruh lol nothing,non-flu
2023-03-27,headache whatever meh meh just congestn bruh bruh,flu
2023-04-21,just grind mode text meeting random maybe idk vacation,non-flu
2023-10-03,bruh birthday whatever stressed but not sick random workout grind mode,non-flu
2023-09-02,seriously 💯 maybe workout seriously idk nothing,non-flu
2023-11-03,nothing headache sickkk bruh random,flu
2023-05-16,party omg lol just stressed but not sick 🔥,non-flu
2023-03-11,💯 party just grind mode travel idk whatever bruh nothing seriously brunch,non-flu
2023-05-15,whatever workout bruh 💯 birthday study grind,non-flu
2023-04-04,ugh feeling bad meh whatever omg maybe omg omg,flu
2023-07-14,birthday coffee time random random travel,non-flu
2023-04-09,nausea ugh feeling bad random body ache congestn bruh bruh fever,flu
2023-08-14,seriously text just chilling is this flu? random lol idk anymore omg,non-flu
2023-07-20,lol headache text overthinking whatever,flu
2023-06-02,body ache meh maybe random idk text bruh,flu
2023-07-06,whatever bruh whatever chills lol so 😷 headache just,flu
2023-06-13,nothing overthinking whatever overthinking omg tired af not sure if it's flu just,flu
2023-07-27,whatever just so meh maybe tired af so,flu
2023-06-22,is this flu? idk netflix binge bruh netflix binge text random,non-flu
2023-12-09,text meeting idk bruh coffee time bruh nothing whatever,non-flu
2023-09-27,idk cough text cough,flu
2023-04-16,idk bruh text body ache so just just runny nose cough sore throat sickkk,flu
2023-04-05,ugh feeling bad lol sneeezing headache not sure if it's flu omg fatigue maybe,flu
2023-04-06,idk anymore stressed but not sick omg seriously,non-flu
2023-08-05,idk anymore bruh coffee time lol,non-flu
2023-03-23,nothing coffee time seriously sleep deprived so lol tired,non-flu
2023-06-03,nothing chills tired af idk ugh feeling bad,flu
2023-11-08,🔥 meeting text maybe,non-flu
2023-02-28,lol idk bruh not sure if it's flu ugh feeling bad random seriously seriously,flu
2023-06-26,lol nausea body ache idk not sure if it's flu fever,flu
2023-07-22,maybe ugh feeling bad body ache maybe,flu
2023-09-24,sleep deprived just whatever random nothing just chilling,non-flu
2023-09-06,bruh overthinking fever bruh whatever tired af,flu
2023-11-27,sickkk cough meh bruh bruh omg so 😷 random,flu
2023-11-09,chills so omg not sure if it's flu omg omg bruh,flu
2023-08-01,travel text stressed but not sick text random,non-flu
2023-05-27,so chills idk tired af sickkk,flu
2023-04-09,fever omg meh idk sore throat text lol sickkk cough so,flu
2023-07-09,bruh tired af lol maybe just headache,flu
2023-03-05,text random seriously study grind travel is this flu? study grind just whatever,non-flu
2023-03-14,not sure if it's flu bruh fever nothing nothing nothing,flu
2023-01-08,so vacation seriously lol just grind mode vacation study grind,non-flu
2023-01-14,overthinking random bruh meh random maybe,flu
2023-10-03,sore throat text headache text omg meh idk bruh,flu
2023-03-23,whatever sneeezing just just nothing sickkk,flu
2023-01-17,seriously workout nothing is this flu? bruh 💯 nothing lol so netflix binge travel,non-flu
2023-07-28,whatever whatever random so congestn overthinking sickkk nothing,flu
2023-05-10,bruh mood swings so random seriously idk brunch,non-flu
2023-09-12,seriously birthday whatever mood swings idk anymore,non-flu
2023-12-08,random congestn idk random meh nausea lol,flu
2023-03-23,text chills fever lol bruh tired af ugh feeling bad fever text,flu
2023-06-12,cough fatigue maybe text 😷 text maybe lol sneeezing fatigue,flu
2023-11-24,lol meh fatigue bruh random not sure if it's flu seriously,flu
2023-07-02,maybe fever bruh not sure if it's flu fatigue nausea sore throat nothing,flu
2023-12-29,stressed but not sick just sleep deprived vacation idk idk lol idk idk anymore lol,non-flu
2023-09-17,cough bruh just nausea headache,flu
2023-05-23,congestn chills allergies maybe? text seriously allergies maybe? cough,flu
2023-03-04,idk anymore travel just brunch 💯 lol workout nothing,non-flu
2023-02-21,lol whatever just exhausted headache overthinking overthinking maybe 😷,flu
2023-12-14,whatever brunch nothing sleep deprived omg party lol random travel,non-flu
2023-10-16,bruh whatever study grind lol netflix binge 💯 maybe random whatever brunch,non-flu
2023-04-13,birthday lol tired text seriously,non-flu
2023-09-05,so bruh just allergies maybe? fever fever ugh feeling bad overthinking nothing,flu
2023-06-12,lol sore throat random not sure if it's flu random,flu
2023-05-16,seriously idk anymore omg maybe 💯 maybe,non-flu
2023-12-25,overthinking sneeezing random overthinking omg ugh feeling bad allergies maybe? lol,flu
2023-07-15,sneeezing body ache text text nausea meh maybe tired af,flu
2023-11-20,random idk body ache whatever overthinking just sore throat text tired af text cough,flu
2023-11-20,just seriously study grind grind mode idk maybe grind mode just,non-flu
2023-10-19,allergies maybe? maybe so not sure if it's flu lol headache just exhausted cough,flu
2023-12-13,congestn overthinking lol meh sore throat bruh,flu
2023-11-17,omg maybe sneeezing idk omg chills lol sneeezing so,flu
2023-02-12,runny nose lol fever 😷 nausea lol chills,flu
2023-05-24,brunch travel maybe maybe 💯 so workout sleep deprived,non-flu
2023-12-29,just chilling omg text vacation omg is this flu? bruh seriously sleep deprived is this flu?,non-flu
2023-04-29,stressed but not sick so stressed but not sick omg 💯 seriously random idk just chilling,non-flu
2023-12-08,netflix binge birthday 🔥 netflix binge text omg omg text sleep deprived lol,non-flu
2023-03-25,maybe seriously so just grind mode idk mood swings nothing,non-flu
2023-08-15,sore throat bruh whatever cough random,flu
2023-04-13,random text just birthday omg 💯 omg maybe mood swings,non-flu
2023-12-25,chills random congestn bruh text whatever lol omg not sure if it's flu ugh feeling bad,flu
2023-05-13,random overthinking runny nose seriously,flu
2023-11-02,nothing chills chills sneeezing whatever allergies maybe? lol ugh feeling bad just whatever,flu
2023-05-04,sore throat just whatever congestn idk nothing,flu
2023-03-27,workout idk lol birthday nothing netflix binge bruh random,non-flu
2023-07-21,sneeezing seriously chills just exhausted idk tired af allergies maybe?,flu
2023-04-05,just tired af nothing lol overthinking whatever,flu
2023-10-30,just bruh sore throat bruh idk sore throat cough text lol,flu
2023-04-17,cough idk lol meh ugh feeling bad overthinking,flu
2023-11-07,text cough seriously text whatever seriously nothing headache headache,flu
2023-04-07,party whatever 💯 omg coffee time,non-flu
2023-12-15,fever just cough chills maybe just exhausted whatever idk nothing,flu
2023-04-22,whatever sneeezing text allergies maybe? seriously lol just,flu
2023-09-04,coffee time just lol tired text random nothing travel meeting 💯,non-flu
2023-09-29,party text idk lol is this flu? workout,non-flu
2023-02-22,party idk birthday just mood swings birthday maybe just,non-flu
2023-10-03,sore throat sickkk idk sneeezing headache omg random cough so bruh bruh,flu
2023-03-23,omg fatigue cough meh headache bruh nothing sneeezing,flu
2023-01-27,nothing meh so meh congestn chills bruh nausea,flu
2023-11-16,sneeezing headache lol so omg meh maybe,flu
2023-06-12,meeting just so so mood swings nothing netflix binge,non-flu
2023-08-07,whatever lol seriously netflix binge coffee time omg,non-flu
2023-05-27,idk bruh not sure if it's flu not sure if it's flu text sickkk headache not sure if it's flu,flu
2023-01-02,just exhausted lol fatigue sickkk lol runny nose bruh maybe allergies maybe? nothing,flu
2023-11-05,so nothing so nausea idk not sure if it's flu,flu
2023-01-25,idk meeting sleep deprived party party omg,non-flu
2023-10-21,is this flu? stressed but not sick just just party seriously,non-flu
2023-12-11,lol just whatever stressed but not sick birthday travel vacation seriously stressed but not sick,non-flu
2023-05-03,mood swings brunch lol study grind idk mood swings,non-flu
2023-12-15,ugh feeling bad headache maybe omg omg maybe bruh bruh,flu
2023-09-11,idk text mood swings workout party mood swings,non-flu
2023-06-02,idk omg just is this flu? stressed but not sick brunch coffee time vacation,non-flu
2023-03-26,omg 😷 sneeezing so fatigue just exhausted runny nose,flu
2023-10-29,nausea lol fever idk random sickkk omg headache sickkk so random,flu
2023-04-16,maybe sleep deprived lol so nothing workout idk anymore bruh meeting maybe,non-flu
2023-07-17,so mood swings text birthday just 🔥 party birthday,non-flu
2023-06-04,stressed but not sick just omg 💯 stressed but not sick nothing travel workout text,non-flu
2023-04-21,headache nothing seriously runny nose not sure if it's flu allergies maybe?,flu
2023-11-07,tired af chills just whatever sneeezing,flu
2023-03-07,chills lol just idk maybe random ugh feeling bad text,flu
2023-11-05,chills maybe fatigue nausea text idk so sneeezing tired af omg,flu
2023-01-31,idk seriously lol so congestn whatever 😷 nothing,flu
2023-11-30,omg seriously 💯 maybe maybe workout maybe so,non-flu
2023-08-02,party text lol 💯 random birthday travel birthday so,non-flu
2023-04-04,meeting text lol travel so 🔥,non-flu
2023-12-14,lol meeting bruh just netflix binge netflix binge nothing workout whatever so 💯,non-flu
2023-03-10,congestn idk lol runny nose bruh seriously text,flu
2023-06-08,text just coffee time lol lol study grind lol brunch just chilling so,non-flu
2023-11-08,idk congestn headache lol random meh so,flu
2023-09-17,idk seriously text bruh text travel idk anymore,non-flu
2023-05-30,fatigue congestn 😷 just whatever fatigue,flu
2023-12-17,netflix binge 💯 so idk anymore 🔥 maybe maybe maybe just chilling,non-flu
2023-02-21,body ache just runny nose whatever whatever fatigue idk whatever runny nose just,flu
2023-05-30,runny nose maybe headache seriously,flu
2023-08-30,lol 💯 omg so so idk sleep deprived bruh 🔥,non-flu
2023-02-21,so maybe grind mode bruh just brunch,non-flu
2023-09-14,text random just exhausted omg seriously meh fever seriously body ache so,flu
2023-07-12,just just nothing random mood swings lol tired,non-flu
2023-09-29,nothing random overthinking text just exhausted congestn just whatever,flu
2023-05-30,idk is this flu? stressed but not sick 🔥 just 💯,non-flu
2023-10-16,sleep deprived workout idk mood swings whatever meeting coffee time,non-flu
2023-02-08,omg so workout lol tired just idk anymore whatever omg omg netflix binge meeting,non-flu
2023-10-04,whatever just exhausted allergies maybe? whatever,flu
2023-10-22,overthinking text bruh nothing random ugh feeling bad omg sneeezing ugh feeling bad,flu
2023-09-28,meh just exhausted whatever fever sneeezing text not sure if it's flu,flu
2023-11-14,omg overthinking congestn allergies maybe? so cough whatever cough bruh,flu
2023-11-21,bruh seriously ugh feeling bad chills so bruh lol sickkk,flu
2023-11-16,seriously omg sneeezing maybe idk sore throat maybe meh whatever,flu
2023-08-31,omg allergies maybe? fever seriously tired af random whatever,flu
2023-05-30,meeting bruh 💯 workout so text party,non-flu
2023-09-05,so netflix binge random 💯 idk lol random stressed but not sick,non-flu
2023-05-31,so lol tired omg text coffee time lol mood swings seriously lol,non-flu
2023-07-13,so sickkk idk tired af text headache just exhausted chills lol,flu
2023-12-05,so seriously idk sickkk fatigue bruh nausea random idk just exhausted,flu
2023-10-19,party nothing nothing netflix binge random maybe whatever study grind whatever,non-flu
2023-07-08,allergies maybe? bruh ugh feeling bad so allergies maybe? nausea maybe so lol,flu
2023-07-12,stressed but not sick idk just chilling bruh is this flu?,non-flu
2023-10-10,sickkk lol body ache idk random 😷 bruh sickkk not sure if it's flu,flu
2023-11-21,lol tired party bruh idk party maybe lol tired bruh text maybe,non-flu
2023-12-31,just so grind mode maybe brunch just chilling birthday,non-flu
2023-05-07,stressed but not sick party idk idk just chilling birthday,non-flu
2023-10-24,netflix binge idk anymore stressed but not sick maybe omg random grind mode mood swings omg lol idk,non-flu
2023-07-25,🔥 seriously bruh random just nothing bruh coffee time 🔥,non-flu
2023-07-13,sleep deprived stressed but not sick lol tired travel random seriously,non-flu
2023-01-08,random maybe seriously whatever nothing chills sore throat,flu
2023-09-10,omg nausea cough just exhausted random just lol chills bruh,flu
2023-08-27,omg meh body ache not sure if it's flu text overthinking sneeezing,flu
2023-08-21,so whatever random nothing allergies maybe? just exhausted omg tired af,flu
2023-03-20,birthday nothing idk anymore idk anymore 🔥 is this flu? text seriously,non-flu
2023-05-28,study grind so mood swings just 🔥 travel nothing,non-flu
2023-02-25,lol meh fatigue sickkk maybe just,flu
2023-11-03,meeting seriously text workout so omg,non-flu
2023-09-10,text maybe sneeezing whatever nausea random bruh,flu
2023-03-31,sore throat seriously 😷 bruh,flu
2023-10-14,allergies maybe? meh so whatever fatigue omg lol,flu
2023-12-05,just fatigue body ache fever random text just exhausted whatever headache seriously,flu
2023-01-13,seriously allergies maybe? bruh allergies maybe? whatever,flu
2023-09-27,nothing fever nausea whatever idk random nausea allergies maybe? chills,flu
2023-08-10,congestn whatever text nothing meh nothing,flu
2023-09-15,just idk anymore travel party maybe coffee time maybe lol tired,non-flu
2023-05-25,allergies maybe? nothing not sure if it's flu ugh feeling bad maybe tired af text cough,flu
2023-04-28,coffee time party lol idk text maybe omg idk birthday lol tired,non-flu
2023-04-02,coffee time so random coffee time brunch netflix binge coffee time text whatever maybe,non-flu
2023-05-19,whatever text 💯 netflix binge just,non-flu
2023-11-26,fever congestn whatever just fatigue fever,flu
2023-12-11,maybe just chilling 🔥 whatever idk just chilling idk whatever,non-flu
2023-12-10,body ache body ache not sure if it's flu idk so random idk meh whatever ugh feeling bad,flu
2023-01-19,nothing sleep deprived text seriously random nothing travel sleep deprived,non-flu
2023-04-11,so lol so sickkk overthinking tired af,flu
2023-03-21,nausea idk maybe runny nose nothing runny nose bruh tired af allergies maybe?,flu
2023-06-15,workout text is this flu? sleep deprived seriously whatever study grind nothing lol tired omg text,non-flu
2023-07-12,workout travel lol tired seriously mood swings vacation bruh,non-flu
2023-10-13,headache text body ache ugh feeling bad idk,flu
2023-10-17,whatever runny nose just whatever fever chills fever body ache,flu
2023-02-18,idk text seriously seriously lol tired lol tired mood swings is this flu? birthday,non-flu
2023-12-03,allergies maybe? bruh so lol sneeezing just random sneeezing whatever,flu
2023-01-19,random meh just nausea runny nose so ugh feeling bad,flu
2023-04-02,nothing meeting lol tired text text mood swings idk omg,non-flu
2023-05-28,seriously just sleep deprived vacation study grind vacation,non-flu
2023-12-28,sneeezing congestn random maybe seriously runny nose not sure if it's flu ugh feeling bad bruh lol idk,flu
2023-12-31,nothing ugh feeling bad idk seriously lol idk headache,flu
2023-03-27,brunch travel bruh text bruh,non-flu
